NOAA ID,Acquisition,Name,Sex,Species,Birth Date,Captivity Date,Owner,Facility,Purpose,Status,Facility Date
NOA0003083,BIRTH,-,MALE,Beluga Whale,13-Sep-93,13-Sep-93,Sea World LLC,Sea World of Texas,Public Display,-,13-Sep-93
NOA0003083,TRANSPORT,-,MALE,Beluga Whale,13-Sep-93,-,Sea World LLC,Sea World of California,Public Display,-,20-Apr-97
NOA0003083,TRANSPORT,-,MALE,Beluga Whale,13-Sep-93,-,Sea World LLC,Point Defiance Zoo and Aquarium,Public Display,DEAD,21-Nov-98
NOA0003087,BIRTH,-,MALE,Killer Whale; Orca,2-Feb-93,2-Feb-93,Sea World LLC,Sea World of Texas,Public Display,-,2-Feb-93
NOA0003087,TRANSPORT,-,MALE,Killer Whale; Orca,2-Feb-93,-,Sea World LLC,Sea World of California,Public Display,-,7-Nov-99
NOA0003087,TRANSPORT,-,MALE,Killer Whale; Orca,2-Feb-93,-,Sea World LLC,Sea World of Ohio,Public Display,-,15-Apr-00
NOA0003087,TRANSPORT,-,MALE,Killer Whale; Orca,2-Feb-93,-,Sea World LLC,Sea World of California,Public Display,-,15-Feb-01
NOA0003087,TRANSPORT,-,MALE,Killer Whale; Orca,2-Feb-93,-,Sea World LLC,Sea World of Texas,Public Display,-,24-Apr-04
NOA0003087,TRANSPORT,-,MALE,Killer Whale; Orca,2-Feb-93,-,Sea World LLC,Sea World of California,Public Display,ALIVE,27-Feb-12
NOA0003088,BIRTH,-,MALE,Killer Whale; Orca,9-Sep-93,9-Sep-93,Sea World LLC,Sea World of Florida,Public Display,-,9-Sep-93
NOA0003088,TRANSPORT,-,MALE,Killer Whale; Orca,9-Sep-93,-,Sea World LLC,Sea World of Texas,Public Display,DEAD,18-Nov-06
NOA0003089,BIRTH,-,FEMALE,Killer Whale; Orca,31-Dec-93,31-Dec-93,Sea World LLC,Sea World of Florida,Public Display,DEAD,31-Dec-93
NOA0003091,CAPTURE,-,MALE,Killer Whale; Orca,1-Jan-78,19-Nov-80,unreported facility in unspecified foreign country,unreported facility in unspecified foreign country,Public Display,-,30-Dec-81
NOA0003091,TRANSFER,-,MALE,Killer Whale; Orca,1-Jan-78,-,Parc Zoologic De Barcelona,Parc Zoologic De Barcelona,Public Display,-,-
NOA0003091,TRANSPORT,-,MALE,Killer Whale; Orca,1-Jan-78,-,Parc Zoologic De Barcelona,Parc Zoologic De Barcelona,Public Display,-,30-Dec-85
NOA0003091,TRANSPORT,-,MALE,Killer Whale; Orca,1-Jan-78,-,Parc Zoologic De Barcelona,Sea World of California,Public Display,ALIVE,9-Feb-94
NOA0003108,BIRTH,-,FEMALE,Killer Whale; Orca,20-Nov-94,20-Nov-94,Sea World LLC,Sea World of Texas,Public Display,DEAD,20-Nov-94
NOA0003168,BIRTH,-,FEMALE,Killer Whale; Orca,18-Jun-82,18-Jun-82,Marineland Amusements Corporation,Marineland Amusements Corporation,Public Display,DEAD,18-Jun-82
NOA0003419,CAPTURE,HUGO,MALE,Killer Whale; Orca,1-Jan-65,22-Mar-67,Miami Seaquarium,Miami Seaquarium,Public Display,DEAD,Unknown
NOA0003420,CAPTURE,TOKITAE (LOLITA),FEMALE,Killer Whale; Orca,1-Jan-67,24-Sep-70,Miami Seaquarium,Miami Seaquarium,Public Display,ALIVE,Unknown
NOA0003699,CAPTURE,IMMIAYUK,FEMALE,Beluga Whale,1-Jan-86,28-Jul-89,unreported facility in unspecified foreign country,unreported facility in unspecified foreign country,Public Display,-,Unknown
NOA0003699,TRANSFER,IMMIAYUK,FEMALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,-,-
NOA0003699,TRANSPORT,IMMIAYUK,FEMALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,DEAD,4-Mar-91
NOA0003700,CAPTURE,PUIJI,FEMALE,Beluga Whale,1-Jan-86,1-Aug-89,unreported facility in unspecified foreign country,unreported facility in unspecified foreign country,Public Display,-,Unknown
NOA0003700,TRANSFER,PUIJI,FEMALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,-,-
NOA0003700,TRANSPORT,PUIJI,FEMALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,-,4-Mar-91
NOA0003700,TRANSPORT,PUIJI,FEMALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,Mystic Aquarium,Public Display,-,30-Aug-08
NOA0003700,TRANSPORT,PUIJI,FEMALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,DEAD,25-Apr-09
NOA0003704,CAPTURE,-,FEMALE,Beluga Whale,1-Jan-89,13-Aug-92,unreported facility in Canada,unreported facility in Canada,Public Display,-,Unknown
NOA0003704,TRANSFER,-,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,-,-
NOA0003704,TRANSPORT,-,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,DEAD,18-Aug-92
NOA0003705,CAPTURE,-,MALE,Beluga Whale,1-Jan-89,14-Aug-92,unreported facility in Canada,unreported facility in Canada,Public Display,-,Unknown
NOA0003705,TRANSFER,-,MALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,-,-
NOA0003705,TRANSPORT,-,MALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,DEAD,18-Aug-92
NOA0003706,CAPTURE,NALUARK,MALE,Beluga Whale,1-Jan-86,14-Aug-92,Shedd (John G.) Aquarium,unreported facility in Canada,Public Display,-,Unknown
NOA0003706,TRANSFER,NALUARK,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,-,-
NOA0003706,TRANSPORT,NALUARK,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,-,18-Aug-92
NOA0003706,TRANSPORT,NALUARK,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,Mystic Aquarium,Public Display,-,15-Nov-01
NOA0003706,TRANSPORT,NALUARK,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,-,6-Dec-03
NOA0003706,TRANSPORT,NALUARK,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,Mystic Aquarium,Public Display,-,30-Aug-08
NOA0003706,TRANSPORT,NALUARK,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,-,25-Apr-09
NOA0003706,TRANSPORT,NALUARK,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,Mystic Aquarium,Public Display,-,16-Oct-11
NOA0003706,TRANSPORT,NALUARK,MALE,Beluga Whale,1-Jan-86,-,Shedd (John G.) Aquarium,Sea World of Florida,Public Display,ALIVE,7-Feb-16
NOA0003707,CAPTURE,NAYA,FEMALE,Beluga Whale,1-Jan-89,17-Aug-92,unreported facility in Canada,unreported facility in Canada,Public Display,-,Unknown
NOA0003707,TRANSFER,NAYA,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,-,-
NOA0003707,TRANSPORT,NAYA,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,-,18-Aug-92
NOA0003707,TRANSPORT,NAYA,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,Point Defiance Zoo and Aquarium,Public Display,-,16-Mar-97
NOA0003707,TRANSPORT,NAYA,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,-,10-Jan-99
NOA0003707,TRANSPORT,NAYA,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,Mystic Aquarium,Public Display,-,4-Sep-08
NOA0003707,TRANSPORT,NAYA,FEMALE,Beluga Whale,1-Jan-89,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,ALIVE,25-Apr-09
NOA0004863,CAPTURE,CHU,MALE,Beluga Whale,15-Jun-71,3-Aug-77,unreported facility in unspecified foreign country,unreported facility in unspecified foreign country,Scientific Research,-,Unknown
NOA0004863,TRANSFER,CHU,MALE,Beluga Whale,15-Jun-71,-,"Navy, U.S. (SPAWAR)","Navy, U.S. (SPAWAR)",Scientific Research,-,-
NOA0004863,TRANSPORT,CHU,MALE,Beluga Whale,15-Jun-71,-,"Navy, U.S. (SPAWAR)","Navy, U.S. (SPAWAR)",Scientific Research,DEAD,3-Aug-77
NOA0004864,CAPTURE,MUK,FEMALE,Beluga Whale,15-Jun-67,1-Aug-77,unreported facility in unspecified foreign country,unreported facility in unspecified foreign country,Scientific Research,-,5-Aug-77
NOA0004864,TRANSFER,MUK,FEMALE,Beluga Whale,15-Jun-67,-,"Navy, U.S. (SPAWAR)","Navy, U.S. (SPAWAR)",Scientific Research,-,-
NOA0004864,TRANSPORT,MUK,FEMALE,Beluga Whale,15-Jun-67,-,"Navy, U.S. (SPAWAR)","Navy, U.S. (SPAWAR)",Scientific Research,-,1-Aug-77
NOA0004864,TRANSPORT,MUK,FEMALE,Beluga Whale,15-Jun-67,-,"Navy, U.S. (SPAWAR)",Sea World of California,Public Display,DEAD,7-Feb-01
NOA0004865,CAPTURE,NOC,MALE,Beluga Whale,15-Jun-75,4-Aug-77,"Navy, U.S. (SPAWAR)","Navy, U.S. (SPAWAR)",Scientific Research,DEAD,10-Aug-77
NOA0004936,CAPTURE,RUB,FEMALE,Beluga Whale,15-Jun-78,15-Jul-80,unreported facility in unspecified foreign country,unreported facility in unspecified foreign country,Scientific Research,-,22-Jul-80
NOA0004936,TRANSFER,RUB,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)","Navy, U.S. (SPAWAR)",Scientific Research,-,-
NOA0004936,TRANSPORT,RUB,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)","Navy, U.S. (SPAWAR)",Scientific Research,-,22-Jul-80
NOA0004936,TRANSPORT,RUB,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)",Sea World of California,Scientific Research,DEAD,18-Apr-97
NOA0004937,CAPTURE,LLY,FEMALE,Beluga Whale,15-Jun-78,16-Jul-80,unreported facility in unspecified foreign country,unreported facility in unspecified foreign country,Scientific Research,-,22-Jul-80
NOA0004937,TRANSFER,LLY,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)","Navy, U.S. (SPAWAR)",Scientific Research,-,-
NOA0004937,TRANSPORT,LLY,FEMALE,Beluga Whale,15-Jun-78,-,"Navy, U.S. (SPAWAR)","Navy, U.S. (SPAWAR)",Scientific Research,DEAD,22-Jul-80
NOA0004938,CAPTURE,CHR,FEMALE,Beluga Whale,15-Jun-77,16-Jul-80,unreported facility in unspecified foreign country,unreported facility in unspecified foreign country,Scientific Research,-,20-Jul-80
NOA0004938,TRANSFER,CHR,FEMALE,Beluga Whale,15-Jun-77,-,"Navy, U.S. (SPAWAR)","Navy, U.S. (SPAWAR)",Scientific Research,-,-
NOA0004938,TRANSPORT,CHR,FEMALE,Beluga Whale,15-Jun-77,-,"Navy, U.S. (SPAWAR)","Navy, U.S. (SPAWAR)",Scientific Research,DEAD,20-Jul-80
NOA0005191,CAPTURE,Mamuk,MALE,Killer Whale; Orca,1-Jan-64,15-Oct-68,"Sea-Arama, Inc. (not active)","Sea-Arama, Inc. (not active)",Public Display,DEAD,Unknown
NOA0005192,CAPTURE,-,MALE,Killer Whale; Orca,1-Jan-68,20-Aug-70,"Sea-Arama, Inc. (not active)","Sea-Arama, Inc. (not active)",Public Display,DEAD,Unknown
NOA0005449,CAPTURE,KIANU,FEMALE,Killer Whale; Orca,1-Jan-52,9-May-68,Marine World Africa USA,Marine World Africa USA,Public Display,-,Unknown
NOA0005449,TRANSFER,KIANU,FEMALE,Killer Whale; Orca,1-Jan-52,-,unreported facility in Japan,unreported facility in Japan,unknown,-,-
NOA0005449,TRANSPORT,KIANU,FEMALE,Killer Whale; Orca,1-Jan-52,-,unreported facility in Japan,unreported facility in Japan,unknown,ALIVE,Unknown
NOA0005473,BIRTH,-,MALE,Killer Whale; Orca,17-Jun-95,17-Jun-95,Sea World LLC,Sea World of Florida,Public Display,-,17-Jun-95
NOA0005473,TRANSPORT,-,MALE,Killer Whale; Orca,17-Jun-95,-,Sea World LLC,Sea World of California,Public Display,-,8-Mar-99
NOA0005473,TRANSPORT,-,MALE,Killer Whale; Orca,17-Jun-95,-,Sea World LLC,Sea World of Ohio,Public Display,-,15-Apr-00
NOA0005473,TRANSPORT,-,MALE,Killer Whale; Orca,17-Jun-95,-,Sea World LLC,Sea World of Texas,Public Display,-,18-Feb-01
NOA0005473,TRANSPORT,-,MALE,Killer Whale; Orca,17-Jun-95,-,Sea World LLC,Loro Parque S A,Public Display,-,13-Feb-06
NOA0005473,TRANSFER,-,MALE,Killer Whale; Orca,17-Jun-95,-,Loro Parque S A,Loro Parque S A,Public Display,ALIVE,-
NOA0005485,BIRTH,-,FEMALE,Beluga Whale,19-Jul-95,19-Jul-95,Sea World LLC,Sea World of Texas,Public Display,DEAD,19-Jul-95
NOA0005587,BIRTH,MARIS,FEMALE,Beluga Whale,28-Jul-94,28-Jul-94,Wildlife Conservation Society,New York Aquarium,Public Display,-,28-Jul-94
NOA0005587,TRANSPORT,MARIS,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,Mystic Aquarium,Public Display,-,18-Dec-02
NOA0005587,TRANSPORT,MARIS,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,New York Aquarium,Public Display,-,26-May-05
NOA0005587,TRANSPORT,MARIS,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,Georgia Aquarium,Public Display,-,7-Nov-05
NOA0005587,TRANSPORT,MARIS,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,Sea World of Texas,Public Display,-,5-Oct-09
NOA0005587,TRANSPORT,MARIS,FEMALE,Beluga Whale,28-Jul-94,-,Wildlife Conservation Society,Georgia Aquarium,Public Display,DEAD,22-Feb-10
NOA0005588,CAPTURE,KEIKO,MALE,Killer Whale; Orca,1-Jan-77,1-Nov-79,unreported facility in unspecified foreign country,unreported facility in unspecified foreign country,Public Display,-,Unknown
NOA0005588,TRANSFER,KEIKO,MALE,Killer Whale; Orca,1-Jan-77,-,Oregon Coast Aquarium,Oregon Coast Aquarium,Public Display,-,-
NOA0005588,TRANSPORT,KEIKO,MALE,Killer Whale; Orca,1-Jan-77,-,Oregon Coast Aquarium,Oregon Coast Aquarium,Public Display,-,7-Jan-96
NOA0005588,TRANSFER,KEIKO,MALE,Killer Whale; Orca,1-Jan-77,-,Free Willy Keiko Foundation,Oregon Coast Aquarium,Public Display,-,-
NOA0005588,TRANSPORT,KEIKO,MALE,Killer Whale; Orca,1-Jan-77,-,Free Willy Keiko Foundation,Klettsvik Cove Underwater Pen,Public Display,-,10-Sep-98
NOA0005588,TRANSFER,KEIKO,MALE,Killer Whale; Orca,1-Jan-77,-,Ocean Futures Society,Klettsvik Cove Underwater Pen,Public Display,-,-
NOA0005588,TRANSFER,KEIKO,MALE,Killer Whale; Orca,1-Jan-77,-,Free Willy Keiko Foundation,Klettsvik Cove Underwater Pen,Scientific Research,RELEASED,-
NOA0005645,BIRTH,-,FEMALE,Killer Whale; Orca,27-Dec-96,27-Dec-96,Sea World LLC,Sea World of Florida,Public Display,-,27-Dec-96
NOA0005645,TRANSPORT,-,FEMALE,Killer Whale; Orca,27-Dec-96,-,Sea World LLC,Sea World of Texas,Public Display,DEAD,7-Dec-02
NOA0005752,BIRTH,-,FEMALE,Beluga Whale,19-Jun-98,19-Jun-98,Sea World LLC,Sea World of Texas,Public Display,DEAD,19-Jun-98
NOA0005770,BIRTH,-,MALE,Killer Whale; Orca,14-May-98,14-May-98,Sea World LLC,Sea World of Florida,Public Display,-,14-May-98
NOA0005770,TRANSPORT,-,MALE,Killer Whale; Orca,14-May-98,-,Sea World LLC,Sea World of California,Public Display,-,8-Mar-99
NOA0005770,TRANSPORT,-,MALE,Killer Whale; Orca,14-May-98,-,Sea World LLC,Sea World of Ohio,Public Display,-,15-Apr-00
NOA0005770,TRANSPORT,-,MALE,Killer Whale; Orca,14-May-98,-,Sea World LLC,Sea World of California,Public Display,DEAD,18-Feb-01
NOA0005797,CAPTURE,-,MALE,Beluga Whale,1-Jan-83,15-Aug-90,unreported facility in unspecified foreign country,unreported facility in unspecified foreign country,Public Display,-,15-Aug-90
NOA0005797,TRANSFER,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,Sea World of California,Public Display,-,-
NOA0005797,TRANSPORT,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,Sea World of California,Public Display,-,27-Jul-97
NOA0005797,TRANSPORT,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,Sea World of Texas,Public Display,-,12-Feb-05
NOA0005797,TRANSPORT,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,Sea World of California,Public Display,-,27-Jan-08
NOA0005797,TRANSPORT,-,MALE,Beluga Whale,1-Jan-83,-,Vancouver Aquarium,Sea World of Florida,Public Display,DEAD,31-May-14
NOA0005840,BIRTH,-,MALE,Killer Whale; Orca,22-Jun-99,22-Jun-99,Sea World LLC,Sea World of Florida,Public Display,-,22-Jun-99
NOA0005840,TRANSPORT,-,MALE,Killer Whale; Orca,22-Jun-99,-,Sea World LLC,Sea World of Texas,Public Display,ALIVE,25-Apr-04
NOA0005850,BIRTH,-,MALE,Beluga Whale,23-Jul-99,23-Jul-99,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,DEAD,23-Jul-99
NOA0005851,BIRTH,KAYAVAK,FEMALE,Beluga Whale,3-Aug-99,3-Aug-99,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,-,3-Aug-99
NOA0005851,TRANSPORT,KAYAVAK,FEMALE,Beluga Whale,3-Aug-99,-,Shedd (John G.) Aquarium,Mystic Aquarium,Public Display,-,30-Aug-08
NOA0005851,TRANSPORT,KAYAVAK,FEMALE,Beluga Whale,3-Aug-99,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,ALIVE,2-May-09
NOA0005856,BIRTH,-,FEMALE,Beluga Whale,25-Jul-99,25-Jul-99,Sea World LLC,Sea World of Texas,Public Display,-,25-Jul-99
NOA0005856,TRANSPORT,-,FEMALE,Beluga Whale,25-Jul-99,-,Sea World LLC,Sea World of Florida,Public Display,ALIVE,21-Nov-10
NOA0005857,BIRTH,-,MALE,Beluga Whale,27-Jul-99,27-Jul-99,Sea World LLC,Sea World of Florida,Public Display,DEAD,27-Jul-99
NOA0005912,BIRTH,-,FEMALE,Beluga Whale,24-Jul-00,24-Jul-00,Sea World LLC,Sea World of Texas,Public Display,ALIVE,24-Jul-00
NOA0005931,BIRTH,-,MALE,Killer Whale; Orca,8-Nov-00,8-Nov-00,Sea World LLC,Sea World of Florida,Public Display,-,8-Nov-00
NOA0005931,TRANSPORT,-,MALE,Killer Whale; Orca,8-Nov-00,-,Sea World LLC,Sea World of Texas,Public Display,-,25-Apr-04
NOA0005931,TRANSPORT,-,MALE,Killer Whale; Orca,8-Nov-00,-,Sea World LLC,Loro Parque S A,Public Display,-,13-Feb-06
NOA0005931,TRANSFER,-,MALE,Killer Whale; Orca,8-Nov-00,-,Loro Parque S A,Loro Parque S A,Public Display,ALIVE,-
NOA0005948,CAPTURE,-,FEMALE,Killer Whale; Orca,1-Nov-78,20-Dec-80,Vancouver Aquarium,Vancouver Aquarium,Public Display,-,Unknown
NOA0005948,TRANSFER,-,FEMALE,Killer Whale; Orca,1-Nov-78,-,Sea World LLC,Sea World of California,Public Display,-,-
NOA0005948,TRANSPORT,-,FEMALE,Killer Whale; Orca,1-Nov-78,-,Sea World LLC,Sea World of California,Public Display,DEAD,22-Apr-01
NOA0005995,BIRTH,-,MALE,Killer Whale; Orca,1-Sep-01,1-Sep-01,Sea World LLC,Sea World of California,Public Display,ALIVE,1-Sep-01
NOA0006021,BIRTH,-,FEMALE,Killer Whale; Orca,3-May-02,3-May-02,Sea World LLC,Sea World of California,Public Display,-,3-May-02
NOA0006021,TRANSPORT,-,FEMALE,Killer Whale; Orca,3-May-02,-,Sea World LLC,Sea World of Florida,Public Display,-,24-Apr-04
NOA0006021,TRANSPORT,-,FEMALE,Killer Whale; Orca,3-May-02,-,Sea World LLC,Loro Parque S A,Public Display,-,13-Feb-06
NOA0006021,TRANSFER,-,FEMALE,Killer Whale; Orca,3-May-02,-,Loro Parque S A,Loro Parque S A,Public Display,ALIVE,-
NOA0006061,BIRTH,-,MALE,Killer Whale; Orca,25-Aug-02,25-Aug-02,Sea World LLC,Sea World of Florida,Public Display,-,25-Aug-02
NOA0006061,TRANSPORT,-,MALE,Killer Whale; Orca,25-Aug-02,-,Sea World LLC,Marineland of Canada,Public Display,-,18-Nov-06
NOA0006061,TRANSPORT,-,MALE,Killer Whale; Orca,25-Aug-02,-,Sea World LLC,Sea World of California,Public Display,ALIVE,13-Nov-11
NOA0006172,BIRTH,-,FEMALE,Killer Whale; Orca,9-Feb-04,9-Feb-04,Sea World LLC,Sea World of Florida,Public Display,-,9-Feb-04
NOA0006172,TRANSPORT,-,FEMALE,Killer Whale; Orca,9-Feb-04,-,Sea World LLC,Loro Parque S A,Public Display,-,13-Feb-06
NOA0006172,TRANSFER,-,FEMALE,Killer Whale; Orca,9-Feb-04,-,Loro Parque S A,Loro Parque S A,Public Display,ALIVE,-
NOA0006225,CAPTURE,-,MALE,Beluga Whale,1-Jan-70,31-Jul-75,unreported facility in unspecified foreign country,unreported facility in unspecified foreign country,Public Display,-,31-Jul-75
NOA0006225,TRANSFER,-,MALE,Beluga Whale,1-Jan-70,-,Sea World LLC,Sea World of California,Public Display,-,-
NOA0006225,TRANSPORT,-,MALE,Beluga Whale,1-Jan-70,-,Sea World LLC,Sea World of California,Public Display,ALIVE,12-Sep-04
NOA0006239,BIRTH,-,FEMALE,Killer Whale; Orca,21-Dec-04,21-Dec-04,Sea World LLC,Sea World of California,Public Display,ALIVE,21-Dec-04
NOA0006283,CAPTURE,-,FEMALE,Beluga Whale,-,21-Jun-85,Vancouver Aquarium,Vancouver Aquarium,Public Display,-,1-Aug-85
NOA0006283,TRANSFER,-,FEMALE,Beluga Whale,-,-,Vancouver Aquarium,Sea World of California,Public Display,-,-
NOA0006283,TRANSPORT,-,FEMALE,Beluga Whale,-,-,Vancouver Aquarium,Sea World of California,Public Display,ALIVE,24-Jul-05
NOA0006291,CAPTURE,-,MALE,Beluga Whale,-,1-Jan-97,unreported facility in unspecified foreign country,unreported facility in unspecified foreign country,Public Display,-,Unknown
NOA0006291,TRANSFER,GASPER,MALE,Beluga Whale,-,-,Georgia Aquarium,Georgia Aquarium,Public Display,-,-
NOA0006291,TRANSPORT,GASPER,MALE,Beluga Whale,-,-,Georgia Aquarium,Georgia Aquarium,Public Display,DEAD,17-Oct-05
NOA0006292,CAPTURE,NICO,MALE,Beluga Whale,1-Jun-90,1-Jan-96,unreported facility in unspecified foreign country,unreported facility in unspecified foreign country,Public Display,-,Unknown
NOA0006292,TRANSFER,NICO,MALE,Beluga Whale,1-Jun-90,-,Georgia Aquarium,Georgia Aquarium,Public Display,-,-
NOA0006292,TRANSPORT,NICO,MALE,Beluga Whale,1-Jun-90,-,Georgia Aquarium,Georgia Aquarium,Public Display,-,17-Oct-05
NOA0006292,TRANSPORT,NICO,MALE,Beluga Whale,1-Jun-90,-,Georgia Aquarium,Sea World of Texas,Public Display,DEAD,5-Oct-09
NOA0006295,BIRTH,-,FEMALE,Killer Whale; Orca,9-Oct-05,9-Oct-05,Sea World LLC,Sea World of Texas,Public Display,DEAD,9-Oct-05
NOA0006301,BIRTH,-,MALE,Killer Whale; Orca,23-Nov-05,23-Nov-05,Sea World LLC,Sea World of Florida,Public Display,ALIVE,23-Nov-05
NOA0006355,BIRTH,BELLA,FEMALE,Beluga Whale,17-Jul-06,17-Jul-06,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,-,17-Jul-06
NOA0006355,TRANSPORT,BELLA,FEMALE,Beluga Whale,17-Jul-06,-,Shedd (John G.) Aquarium,Mystic Aquarium,Public Display,-,30-Aug-08
NOA0006355,TRANSPORT,BELLA,FEMALE,Beluga Whale,17-Jul-06,-,Shedd (John G.) Aquarium,Shedd (John G.) Aquarium,Public Display,ALIVE,25-Apr-09
NOA0006358,BIRTH,-,FEMALE,Killer Whale; Orca,18-Sep-06,18-Sep-06,Sea World LLC,Sea World of Florida,Public Display,ALIVE,18-Sep-06
NOA0006362,BIRTH,JUNO,MALE,Beluga Whale,6-Jul-02,6-Jul-02,Marineland of Canada,Marineland of Canada,Public Display,-,6-Jul-02
NOA0006362,TRANSFER,JUNO,MALE,Beluga Whale,6-Jul-02,-,Sea World LLC,Sea World of Florida,Public Display,-,-
NOA0006362,TRANSPORT,JUNO,MALE,Beluga Whale,6-Jul-02,-,Sea World LLC,Sea World of Florida,Public Display,-,19-Nov-06
NOA0006362,TRANSPORT,JUNO,MALE,Beluga Whale,6-Jul-02,-,Sea World LLC,Mystic Aquarium,Public Display,ALIVE,25-Jan-10
NOA0006363,BIRTH,-,MALE,Beluga Whale,13-Jul-02,13-Jul-02,Marineland of Canada,Marineland of Canada,Public Display,-,13-Jul-02
NOA0006363,TRANSFER,-,MALE,Beluga Whale,13-Jul-02,-,Sea World LLC,Sea World of Florida,Public Display,-,-
NOA0006363,TRANSPORT,-,MALE,Beluga Whale,13-Jul-02,-,Sea World LLC,Sea World of Florida,Public Display,-,19-Nov-06
NOA0006363,TRANSPORT,-,MALE,Beluga Whale,13-Jul-02,-,Sea World LLC,Sea World of California,Public Display,ALIVE,1-Jun-14
NOA0006364,BIRTH,-,MALE,Beluga Whale,27-Jul-03,27-Jul-03,Marineland of Canada,Marineland of Canada,Public Display,-,27-Jul-03
NOA0006364,TRANSFER,AUKEK,MALE,Beluga Whale,27-Jul-03,-,Sea World LLC,Sea World of Florida,Public Display,-,-
NOA0006364,TRANSPORT,AUKEK,MALE,Beluga Whale,27-Jul-03,-,Sea World LLC,Sea World of Florida,Public Display,-,19-Nov-06
NOA0006364,TRANSFER,AUREK,MALE,Beluga Whale,27-Jul-03,-,Georgia Aquarium,Georgia Aquarium,Public Display,-,-
NOA0006364,TRANSPORT,AUREK,MALE,Beluga Whale,27-Jul-03,-,Georgia Aquarium,Georgia Aquarium,Public Display,-,7-Feb-16
NOA0006364,TRANSPORT,AUREK,MALE,Beluga Whale,27-Jul-03,-,Georgia Aquarium,Shedd (John G.) Aquarium,Public Display,ALIVE,24-Sep-17
NOA0006375,BIRTH,QANNIK,MALE,Beluga Whale,15-Jul-00,15-Jul-00,Point Defiance Zoo and Aquarium,Shedd (John G.) Aquarium,Public Display,-,15-Jul-00
NOA0006375,TRANSPORT,QANNIK,MALE,Beluga Whale,15-Jul-00,-,Point Defiance Zoo and Aquarium,Point Defiance Zoo and Aquarium,Public Display,DEAD,10-Jun-07
